"Time [s]";"Pressure [mmHg]";
301.26;55.64;
301.27;55.38;
301.28;55.16;
301.29;55.14;
301.30;54.86;
301.31;54.47;
301.32;54.33;
301.33;54.06;
301.34;54.17;
301.35;54.09;
301.36;54.36;
301.37;54.52;
301.38;55.97;
301.39;58.67;
301.40;65.09;
301.41;73.53;
301.42;80.56;
301.43;84.64;
301.44;86.98;
301.45;88.33;
301.46;88.80;
301.47;89.23;
301.48;89.12;
301.49;88.72;
301.50;88.38;
301.51;88.05;
301.52;87.78;
301.53;87.42;
301.54;86.58;
301.55;85.52;
301.56;83.89;
301.57;81.72;
301.58;78.86;
301.59;76.36;
301.60;74.64;
301.61;72.80;
301.62;72.03;
301.63;71.61;
301.64;71.52;
301.65;70.88;
301.66;70.64;
301.67;69.84;
301.68;69.70;
301.69;69.47;
301.70;69.50;
301.71;69.72;
301.72;69.66;
301.73;69.81;
301.74;69.73;
301.75;69.67;
301.76;69.70;
301.77;69.98;
301.78;70.27;
301.79;70.03;
301.80;70.14;
301.81;70.34;
301.82;70.69;
301.83;70.64;
301.84;70.48;
301.85;69.73;
301.86;69.66;
301.87;69.53;
301.88;69.19;
301.89;68.83;
301.90;68.16;
301.91;67.56;
301.92;66.44;
301.93;65.33;
301.94;64.55;
301.95;64.03;
301.96;63.44;
301.97;63.22;
301.98;62.86;
301.99;62.25;
302.00;61.80;
302.01;61.41;
302.02;60.89;
302.03;60.50;
302.04;60.09;
302.05;59.83;
302.06;59.67;
302.07;59.48;
302.08;59.38;
302.09;58.89;
302.10;58.44;
302.11;57.98;
302.12;57.88;
302.13;57.50;
302.14;57.62;
302.15;57.23;
302.16;57.08;
302.17;56.95;
302.18;56.84;
302.19;56.80;
302.20;56.47;
302.21;56.50;
302.22;56.36;
302.23;55.95;
302.24;56.00;
302.25;55.78;
302.26;55.70;
302.27;55.66;
302.28;55.45;
302.29;55.19;
302.30;55.20;
302.31;55.09;
302.32;55.06;
302.33;55.31;
302.34;55.50;
302.35;56.39;
302.36;59.70;
302.37;66.19;
302.38;75.20;
302.39;82.72;
302.40;86.38;
302.41;86.48;
302.42;85.92;
302.43;85.34;
302.44;85.47;
302.45;86.25;
302.46;86.50;
302.47;86.20;
302.48;86.00;
302.49;85.45;
302.50;84.27;
302.51;82.86;
302.52;80.86;
302.53;78.91;
302.54;77.16;
302.55;75.53;
302.56;74.59;
302.57;72.92;
302.58;70.92;
302.59;69.12;
302.60;67.23;
302.61;66.08;
302.62;65.27;
302.63;64.80;
302.64;64.61;
302.65;64.86;
302.66;64.80;
302.67;64.84;
302.68;65.17;
302.69;65.83;
302.70;66.45;
302.71;68.05;
302.72;68.22;
302.73;68.38;
302.74;68.28;
302.75;68.47;
302.76;69.20;
302.77;69.20;
302.78;69.06;
302.79;68.70;
302.80;68.72;
302.81;68.33;
302.82;68.23;
302.83;67.94;
302.84;67.52;
302.85;67.06;
302.86;66.39;
302.87;65.75;
302.88;64.89;
302.89;64.11;
302.90;63.33;
302.91;62.23;
302.92;62.06;
302.93;61.33;
302.94;60.95;
302.95;60.45;
302.96;60.16;
302.97;59.55;
302.98;59.36;
302.99;58.73;
303.00;58.66;
303.01;58.31;
303.02;58.03;
303.03;57.89;
303.04;57.59;
303.05;57.02;
303.06;56.70;
303.07;56.28;
303.08;56.00;
303.09;55.80;
303.10;55.73;
303.11;55.41;
303.12;55.30;
303.13;55.03;
303.14;54.88;
303.15;54.97;
303.16;54.89;
303.17;54.48;
303.18;54.19;
303.19;54.16;
303.20;54.14;
303.21;53.75;
303.22;53.80;
303.23;53.62;
303.24;53.56;
303.25;53.20;
303.26;53.17;
303.27;53.05;
303.28;53.09;
303.29;53.02;
303.30;53.44;
303.31;54.12;
303.32;56.56;
303.33;61.78;
303.34;70.31;
303.35;78.44;
303.36;83.39;
303.37;85.12;
303.38;85.95;
303.39;86.55;
303.40;87.22;
303.41;87.19;
303.42;87.70;
303.43;87.25;
303.44;87.30;
303.45;86.64;
303.46;86.27;
303.47;85.58;
303.48;84.59;
303.49;83.12;
303.50;81.28;
303.51;78.64;
303.52;77.19;
303.53;75.69;
303.54;73.80;
303.55;71.86;
303.56;70.30;
303.57;68.50;
303.58;67.89;
303.59;67.02;
303.60;66.95;
303.61;66.61;
303.62;66.84;
303.63;66.72;
303.64;66.83;
303.65;66.98;
303.66;67.50;
303.67;67.73;
303.68;68.22;
303.69;68.16;
303.70;68.81;
303.71;69.25;
303.72;69.25;
303.73;69.06;
303.74;69.00;
303.75;69.11;
303.76;69.31;
303.77;68.95;
303.78;69.02;
303.79;68.64;
303.80;68.02;
303.81;67.70;
303.82;67.06;
303.83;66.34;
303.84;65.61;
303.85;64.92;
303.86;64.23;
303.87;63.44;
303.88;62.78;
303.89;62.16;
303.90;61.64;
303.91;61.33;
303.92;60.77;
303.93;60.06;
303.94;59.83;
303.95;59.30;
303.96;58.77;
303.97;57.84;
303.98;57.27;
303.99;57.03;
304.00;57.00;
304.01;56.97;
304.02;56.66;
304.03;56.62;
304.04;56.38;
304.05;56.02;
304.06;55.59;
304.07;55.20;
304.08;55.00;
304.09;54.59;
304.10;54.30;
304.11;54.06;
304.12;54.27;
304.13;53.88;
304.14;53.91;
304.15;53.75;
304.16;54.02;
304.17;53.77;
304.18;53.66;
304.19;53.44;
304.20;53.48;
304.21;53.22;
304.22;53.00;
304.23;52.95;
304.24;53.14;
304.25;53.17;
304.26;53.33;
304.27;54.06;
304.28;56.36;
304.29;61.52;
304.30;69.45;
304.31;77.52;
304.32;83.34;
304.33;86.39;
304.34;87.69;
304.35;89.31;
304.36;89.53;
304.37;88.95;
304.38;88.64;
304.39;88.39;
304.40;87.67;
304.41;86.84;
304.42;86.00;
304.43;85.03;
304.44;83.64;
304.45;82.36;
304.46;80.31;
304.47;78.12;
304.48;76.53;
304.49;74.72;
304.50;72.98;
304.51;71.09;
304.52;69.33;
304.53;68.05;
304.54;67.30;
304.55;67.02;
304.56;66.69;
304.57;66.78;
304.58;66.78;
304.59;66.78;
304.60;66.75;
304.61;67.06;
304.62;67.41;
304.63;67.94;
304.64;67.88;
304.65;67.75;
304.66;68.11;
304.67;68.69;
304.68;69.12;
304.69;69.19;
304.70;69.05;
304.71;68.70;
304.72;68.80;
304.73;69.31;
304.74;68.73;
304.75;68.30;
304.76;67.66;
304.77;66.98;
304.78;66.17;
304.79;65.69;
304.80;65.05;
304.81;64.27;
304.82;63.30;
304.83;63.20;
304.84;62.38;
304.85;61.80;
304.86;61.31;
304.87;60.88;
304.88;59.95;
304.89;59.78;
304.90;59.34;
304.91;59.22;
304.92;58.83;
304.93;58.53;
304.94;58.03;
304.95;57.77;
304.96;57.48;
304.97;57.28;
304.98;56.77;
304.99;56.56;
305.00;56.19;
305.01;56.14;
305.02;56.06;
305.03;55.89;
305.04;55.72;
305.05;55.56;
305.06;55.17;
305.07;55.27;
305.08;55.05;
305.09;55.02;
305.10;54.94;
305.11;54.78;
305.12;54.45;
305.13;54.39;
305.14;54.45;
305.15;54.19;
305.16;54.14;
305.17;54.08;
305.18;54.16;
305.19;54.41;
305.20;54.70;
305.21;55.88;
305.22;59.08;
305.23;65.11;
305.24;73.78;
305.25;80.03;
305.26;84.11;
305.27;85.92;
305.28;87.64;
305.29;89.61;
305.30;89.70;
305.31;89.36;
305.32;89.03;
305.33;88.36;
305.34;88.16;
305.35;87.27;
305.36;86.27;
305.37;84.39;
305.38;81.16;
305.39;77.67;
305.40;75.58;
305.41;73.88;
305.42;73.12;
305.43;72.09;
305.44;70.23;
305.45;68.75;
305.46;67.05;
305.47;66.16;
305.48;65.55;
305.49;65.69;
305.50;65.44;
305.51;65.17;
305.52;65.55;
305.53;65.61;
305.54;66.77;
305.55;67.80;
305.56;68.39;
305.57;68.69;
305.58;69.02;
305.59;69.38;
305.60;70.31;
305.61;71.11;
305.62;70.97;
305.63;70.81;
305.64;70.36;
305.65;70.62;
305.66;70.08;
305.67;69.47;
305.68;68.78;
305.69;67.92;
305.70;67.48;
305.71;67.36;
305.72;66.91;
305.73;66.14;
305.74;65.84;
305.75;64.89;
305.76;64.34;
305.77;63.73;
305.78;63.09;
305.79;62.92;
305.80;62.67;
305.81;62.11;
305.82;61.58;
305.83;61.20;
305.84;60.91;
305.85;60.55;
305.86;60.53;
305.87;60.23;
305.88;59.95;
305.89;59.52;
305.90;59.22;
305.91;59.09;
305.92;59.06;
305.93;58.88;
305.94;58.69;
305.95;58.78;
305.96;58.52;
305.97;58.48;
305.98;58.58;
305.99;58.19;
306.00;57.73;
306.01;57.72;
306.02;57.67;
306.03;57.39;
306.04;57.23;
306.05;57.17;
306.06;56.97;
306.07;57.14;
306.08;57.14;
306.09;57.45;
306.10;58.67;
306.11;61.42;
306.12;66.70;
306.13;73.84;
306.14;82.03;
306.15;88.47;
306.16;91.19;
306.17;91.48;
306.18;91.52;
306.19;91.09;
306.20;91.02;
306.21;90.88;
306.22;90.62;
306.23;90.22;
306.24;89.83;
306.25;89.48;
306.26;89.27;
306.27;88.19;
306.28;87.02;
306.29;84.78;
306.30;81.22;
306.31;77.97;
306.32;75.66;
306.33;73.70;
306.34;72.97;
306.35;72.80;
306.36;72.86;
306.37;72.55;
306.38;71.55;
306.39;70.73;
306.40;70.44;
306.41;70.17;
306.42;70.59;
306.43;70.73;
306.44;70.73;
306.45;71.00;
306.46;71.69;
306.47;72.98;
306.48;74.17;
306.49;74.73;
306.50;74.66;
306.51;74.59;
306.52;74.58;
306.53;74.17;
306.54;73.73;
306.55;72.83;
306.56;72.66;
306.57;72.34;
306.58;71.81;
306.59;71.56;
306.60;70.80;
306.61;70.08;
306.62;69.83;
306.63;69.48;
306.64;68.75;
306.65;68.20;
306.66;67.67;
306.67;66.94;
306.68;66.30;
306.69;66.09;
306.70;65.92;
306.71;65.62;
306.72;65.02;
306.73;64.80;
306.74;64.00;
306.75;63.56;
306.76;63.33;
306.77;62.83;
306.78;62.81;
306.79;62.42;
306.80;62.52;
306.81;62.22;
306.82;61.92;
306.83;61.72;
306.84;61.38;
306.85;61.34;
306.86;61.25;
306.87;61.02;
306.88;60.75;
306.89;60.67;
306.90;60.47;
306.91;60.58;
306.92;60.47;
306.93;60.03;
306.94;60.17;
306.95;60.17;
306.96;59.84;
306.97;59.80;
306.98;59.98;
306.99;60.36;
307.00;60.66;
307.01;62.47;
307.02;67.73;
307.03;75.28;
307.04;82.64;
307.05;88.05;
307.06;90.88;
307.07;90.75;
307.08;90.69;
307.09;91.48;
307.10;92.08;
307.11;91.97;
307.12;91.83;
307.13;92.03;
307.14;91.70;
307.15;91.64;
307.16;91.06;
307.17;89.97;
307.18;88.91;
307.19;87.11;
307.20;84.91;
307.21;82.41;
307.22;79.53;
307.23;77.47;
307.24;76.23;
307.25;75.45;
307.26;74.28;
307.27;72.83;
307.28;72.30;
307.29;72.08;
307.30;72.17;
307.31;72.11;
307.32;72.12;
307.33;72.05;
307.34;72.59;
307.35;73.30;
307.36;73.66;
307.37;73.66;
307.38;73.84;
307.39;73.98;
307.40;74.12;
307.41;74.23;
307.42;74.45;
307.43;74.78;
307.44;74.92;
307.45;74.55;
307.46;74.36;
307.47;73.94;
307.48;73.91;
307.49;73.66;
307.50;73.36;
307.51;73.14;
307.52;71.97;
307.53;70.23;
307.54;69.70;
307.55;69.03;
307.56;68.92;
307.57;68.81;
307.58;68.34;
307.59;67.31;
307.60;66.70;
307.61;66.08;
307.62;65.89;
307.63;65.66;
307.64;65.59;
307.65;64.86;
307.66;64.69;
307.67;64.39;
307.68;64.31;
307.69;64.09;
307.70;63.94;
307.71;63.64;
307.72;63.44;
307.73;63.39;
307.74;63.39;
307.75;62.81;
307.76;63.02;
307.77;62.50;
307.78;62.50;
307.79;62.25;
307.80;62.44;
307.81;62.08;
307.82;61.81;
307.83;61.78;
307.84;61.67;
307.85;61.09;
307.86;60.98;
307.87;60.58;
307.88;60.72;
307.89;60.52;
307.90;60.78;
307.91;61.20;
307.92;61.91;
307.93;64.73;
307.94;71.33;
307.95;80.00;
307.96;85.22;
307.97;88.00;
307.98;89.92;
307.99;91.39;
308.00;91.64;
308.01;92.20;
308.02;92.42;
308.03;92.11;
308.04;91.59;
308.05;91.33;
308.06;91.02;
308.07;90.75;
308.08;90.36;
308.09;89.34;
308.10;87.45;
308.11;85.59;
308.12;82.47;
308.13;79.39;
308.14;77.44;
308.15;76.17;
308.16;74.19;
308.17;72.17;
308.18;71.66;
308.19;71.72;
308.20;71.34;
308.21;70.92;
308.22;71.02;
308.23;71.03;
308.24;71.11;
308.25;71.52;
308.26;71.56;
308.27;71.73;
308.28;72.14;
308.29;72.58;
308.30;73.45;
308.31;73.69;
308.32;73.91;
308.33;74.00;
308.34;74.22;
308.35;74.12;
308.36;73.94;
308.37;73.81;
308.38;73.83;
308.39;73.94;
308.40;74.30;
308.41;74.17;
308.42;73.61;
308.43;72.53;
308.44;71.73;
308.45;71.08;
308.46;71.02;
308.47;70.69;
308.48;70.11;
308.49;68.81;
308.50;68.27;
308.51;68.11;
308.52;68.02;
308.53;67.73;
308.54;67.34;
308.55;65.95;
308.56;65.59;
308.57;65.19;
308.58;65.08;
308.59;64.77;
308.60;64.73;
308.61;64.72;
308.62;64.66;
308.63;64.67;
308.64;64.59;
308.65;64.39;
308.66;64.33;
308.67;64.02;
308.68;64.36;
308.69;64.08;
308.70;63.89;
308.71;63.81;
308.72;63.55;
308.73;63.69;
308.74;63.22;
308.75;63.16;
308.76;62.88;
308.77;62.70;
308.78;62.28;
308.79;62.25;
308.80;62.50;
308.81;63.25;
308.82;64.23;
308.83;67.06;
308.84;75.20;
308.85;82.89;
308.86;87.80;
308.87;90.78;
308.88;92.08;
308.89;92.22;
308.90;91.27;
308.91;91.09;
308.92;91.30;
308.93;91.16;
308.94;90.91;
308.95;90.66;
308.96;90.22;
308.97;89.98;
308.98;88.97;
308.99;87.80;
309.00;86.39;
309.01;84.80;
309.02;82.42;
309.03;79.36;
309.04;76.83;
309.05;74.52;
309.06;74.20;
309.07;74.00;
309.08;73.97;
309.09;72.69;
309.10;72.48;
309.11;72.47;
309.12;72.62;
309.13;72.91;
309.14;72.64;
309.15;72.69;
309.16;72.61;
309.17;72.56;
309.18;72.98;
309.19;73.19;
309.20;73.53;
309.21;73.28;
309.22;74.08;
309.23;75.28;
309.24;75.41;
309.25;75.84;
309.26;76.48;
309.27;76.84;
309.28;76.41;
309.29;75.98;
309.30;74.94;
309.31;73.67;
309.32;72.11;
309.33;71.14;
309.34;70.56;
309.35;70.31;
309.36;69.72;
309.37;69.09;
309.38;68.50;
309.39;68.06;
309.40;67.92;
309.41;67.95;
309.42;67.27;
309.43;66.58;
309.44;66.28;
309.45;65.61;
309.46;65.31;
309.47;65.16;
309.48;65.00;
309.49;64.78;
309.50;64.70;
309.51;64.67;
309.52;64.28;
309.53;64.19;
309.54;63.98;
309.55;63.66;
309.56;63.42;
309.57;63.27;
309.58;63.25;
309.59;63.19;
309.60;63.02;
309.61;62.78;
309.62;62.80;
309.63;62.36;
309.64;62.28;
309.65;62.31;
309.66;61.95;
309.67;61.78;
309.68;61.56;
309.69;61.33;
309.70;61.12;
309.71;60.95;
309.72;60.72;
309.73;60.92;
309.74;61.22;
309.75;61.97;
309.76;63.19;
309.77;66.75;
309.78;73.27;
309.79;81.64;
309.80;87.66;
309.81;90.03;
309.82;90.52;
309.83;91.02;
309.84;91.89;
309.85;92.66;
309.86;93.23;
309.87;92.95;
309.88;92.58;
309.89;91.62;
309.90;91.47;
309.91;90.75;
309.92;89.45;
309.93;88.11;
309.94;86.22;
309.95;84.27;
309.96;82.98;
309.97;82.00;
309.98;80.50;
309.99;78.39;
310.00;76.20;
310.01;73.92;
310.02;72.97;
310.03;72.30;
310.04;71.66;
310.05;71.33;
310.06;71.70;
310.07;72.08;
310.08;73.02;
310.09;73.53;
310.10;73.52;
310.11;73.91;
310.12;73.94;
310.13;73.72;
310.14;73.78;
310.15;73.88;
310.16;73.84;
310.17;73.89;
310.18;73.77;
310.19;74.02;
310.20;74.03;
310.21;73.72;
310.22;73.55;
310.23;73.30;
310.24;73.27;
310.25;73.06;
310.26;73.06;
310.27;72.89;
310.28;71.88;
310.29;70.94;
310.30;69.98;
310.31;69.14;
310.32;68.48;
310.33;68.16;
310.34;67.36;
310.35;66.59;
310.36;66.30;
310.37;66.00;
310.38;65.58;
310.39;65.38;
310.40;65.47;
310.41;64.91;
310.42;64.80;
310.43;64.17;
310.44;63.70;
310.45;63.72;
310.46;63.42;
310.47;63.16;
310.48;62.98;
310.49;63.02;
310.50;62.47;
310.51;62.48;
310.52;62.52;
310.53;62.45;
310.54;62.27;
310.55;62.05;
310.56;62.14;
310.57;61.97;
310.58;61.59;
310.59;61.62;
310.60;61.31;
310.61;61.25;
310.62;60.91;
310.63;60.56;
310.64;60.45;
310.65;60.11;
310.66;59.97;
310.67;59.84;
310.68;59.80;
310.69;60.05;
310.70;60.62;
310.71;61.39;
310.72;63.58;
310.73;66.95;
310.74;73.08;
310.75;80.89;
310.76;86.58;
310.77;89.78;
310.78;91.31;
310.79;90.83;
310.80;90.39;
310.81;90.44;
310.82;90.55;
310.83;90.22;
310.84;89.91;
310.85;89.56;
310.86;89.14;
310.87;88.33;
310.88;87.17;
310.89;85.64;
310.90;83.55;
310.91;81.27;
310.92;79.19;
310.93;76.92;
310.94;74.78;
310.95;72.80;
310.96;71.05;
310.97;69.56;
310.98;69.12;
310.99;68.95;
311.00;69.20;
311.01;69.16;
311.02;69.66;
311.03;69.89;
311.04;70.94;
311.05;71.89;
311.06;73.06;
311.07;73.83;
311.08;73.84;
311.09;73.98;
311.10;73.75;
311.11;73.75;
311.12;73.41;
311.13;73.52;
311.14;73.53;
311.15;73.27;
311.16;73.50;
311.17;73.61;
311.18;73.66;
311.19;73.23;
311.20;72.80;
311.21;71.94;
311.22;71.34;
311.23;70.62;
311.24;69.73;
311.25;69.25;
311.26;68.30;
311.27;67.58;
311.28;66.84;
311.29;66.58;
311.30;66.56;
311.31;65.97;
311.32;65.64;
311.33;65.59;
311.34;65.39;
311.35;64.55;
311.36;64.53;
311.37;63.94;
311.38;63.23;
311.39;62.89;
311.40;62.53;
311.41;62.50;
311.42;62.09;
311.43;62.14;
311.44;62.06;
311.45;61.70;
311.46;61.75;
311.47;61.53;
311.48;61.36;
311.49;61.17;
311.50;61.20;
311.51;61.33;
311.52;60.92;
311.53;60.92;
311.54;60.75;
311.55;60.56;
311.56;60.53;
311.57;60.41;
311.58;60.09;
311.59;59.91;
311.60;60.03;
311.61;60.14;
311.62;60.70;
311.63;62.22;
311.64;63.95;
311.65;68.95;
311.66;77.03;
311.67;84.47;
311.68;89.72;
311.69;90.97;
311.70;90.58;
311.71;90.44;
311.72;90.08;
311.73;90.52;
311.74;90.88;
311.75;90.56;
311.76;89.88;
311.77;89.28;
311.78;88.83;
311.79;88.06;
311.80;86.75;
311.81;84.53;
311.82;82.98;
311.83;80.11;
311.84;77.25;
311.85;74.56;
311.86;72.03;
311.87;71.08;
311.88;70.31;
311.89;69.61;
311.90;68.48;
311.91;68.59;
311.92;68.53;
311.93;68.70;
311.94;68.78;
311.95;68.97;
311.96;69.14;
311.97;69.42;
311.98;71.14;
311.99;72.36;
312.00;73.56;
312.01;74.94;
312.02;75.58;
312.03;75.80;
312.04;75.59;
312.05;75.23;
312.06;74.86;
312.07;74.11;
312.08;73.95;
312.09;73.45;
312.10;72.64;
312.11;71.16;
312.12;69.94;
312.13;69.14;
312.14;68.34;
312.15;67.61;
312.16;66.58;
312.17;66.14;
312.18;65.70;
312.19;65.36;
312.20;65.34;
312.21;65.38;
312.22;65.28;
312.23;64.28;
312.24;63.77;
312.25;63.33;
312.26;62.44;
312.27;62.28;
312.28;61.89;
312.29;61.83;
312.30;61.66;
312.31;61.25;
312.32;60.88;
312.33;60.66;
312.34;60.55;
312.35;60.33;
312.36;60.16;
312.37;59.97;
312.38;59.62;
312.39;59.48;
312.40;59.17;
312.41;59.12;
312.42;58.83;
312.43;58.27;
312.44;58.33;
312.45;58.33;
312.46;58.41;
312.47;58.17;
312.48;58.31;
312.49;58.14;
312.50;57.92;
312.51;57.88;
312.52;57.47;
312.53;57.53;
312.54;57.33;
312.55;57.44;
312.56;57.75;
312.57;58.16;
312.58;59.25;
312.59;61.34;
312.60;66.61;
312.61;74.39;
312.62;82.03;
312.63;88.64;
312.64;91.45;
312.65;91.39;
312.66;90.66;
312.67;90.56;
312.68;90.41;
312.69;90.47;
312.70;90.33;
312.71;90.06;
312.72;89.44;
312.73;88.91;
312.74;87.52;
312.75;86.02;
312.76;84.19;
312.77;81.95;
312.78;79.47;
312.79;77.55;
312.80;75.56;
312.81;74.59;
312.82;73.02;
312.83;71.59;
312.84;71.38;
312.85;71.20;
312.86;70.67;
312.87;69.70;
312.88;69.22;
312.89;69.14;
312.90;69.28;
312.91;69.53;
312.92;69.66;
312.93;69.45;
312.94;69.73;
312.95;69.70;
312.96;70.33;
312.97;71.30;
312.98;72.58;
312.99;73.11;
313.00;73.00;
313.01;72.81;
313.02;72.56;
313.03;71.92;
313.04;71.50;
313.05;71.52;
313.06;70.91;
313.07;69.95;
313.08;69.84;
313.09;69.22;
313.10;68.72;
313.11;67.73;
313.12;66.16;
313.13;65.19;
313.14;65.03;
313.15;64.27;
313.16;64.06;
313.17;63.70;
313.18;63.70;
313.19;62.91;
313.20;62.59;
313.21;62.03;
313.22;61.75;
313.23;61.58;
313.24;61.27;
313.25;60.62;
313.26;60.36;
313.27;60.16;
313.28;59.72;
313.29;59.50;
313.30;59.41;
313.31;59.06;
313.32;58.78;
313.33;58.66;
313.34;58.27;
313.35;58.38;
313.36;58.27;
313.37;58.38;
313.38;58.25;
313.39;57.89;
313.40;57.42;
313.41;57.47;
313.42;57.33;
313.43;57.25;
313.44;57.06;
313.45;57.31;
313.46;57.19;
313.47;56.97;
313.48;56.86;
313.49;56.62;
313.50;56.19;
313.51;55.47;
313.52;55.28;
313.53;55.20;
313.54;55.38;
313.55;55.14;
313.56;55.53;
313.57;56.69;
313.58;59.45;
313.59;67.00;
313.60;75.94;
313.61;82.88;
313.62;87.55;
313.63;88.77;
313.64;88.45;
313.65;88.64;
313.66;89.48;
313.67;89.73;
313.68;90.09;
313.69;90.34;
313.70;89.64;
313.71;89.16;
313.72;88.09;
313.73;87.05;
313.74;85.11;
313.75;82.27;
313.76;78.94;
313.77;75.62;
313.78;73.70;
313.79;72.52;
313.80;70.72;
313.81;68.84;
313.82;67.48;
313.83;66.95;
313.84;66.94;
313.85;66.70;
313.86;66.77;
313.87;66.70;
313.88;66.77;
313.89;66.97;
313.90;67.28;
313.91;67.02;
313.92;67.67;
313.93;68.95;
313.94;69.61;
313.95;70.66;
313.96;71.67;
313.97;72.20;
313.98;72.52;
313.99;72.39;
314.00;72.03;
314.01;71.86;
314.02;71.33;
314.03;71.19;
314.04;70.73;
314.05;69.84;
314.06;69.06;
314.07;68.28;
314.08;68.02;
314.09;67.22;
314.10;66.59;
314.11;65.88;
314.12;65.12;
314.13;64.42;
314.14;63.86;
314.15;63.11;
314.16;62.83;
314.17;62.22;
314.18;62.00;
314.19;61.61;
314.20;61.67;
314.21;61.31;
314.22;61.05;
314.23;60.73;
314.24;60.31;
314.25;60.28;
314.26;59.95;
314.27;59.39;
314.28;59.12;
314.29;58.67;
314.30;58.56;
314.31;58.27;
314.32;58.33;
314.33;58.12;
314.34;58.19;
314.35;58.02;
314.36;57.72;
314.37;57.67;
314.38;57.77;
314.39;57.47;
314.40;57.53;
314.41;57.19;
314.42;56.98;
314.43;56.94;
314.44;56.73;
314.45;56.61;
314.46;56.41;
314.47;56.66;
314.48;56.42;
314.49;56.91;
314.50;57.28;
314.51;58.83;
314.52;62.11;
314.53;68.95;
314.54;77.67;
314.55;84.39;
314.56;87.50;
314.57;89.91;
314.58;91.62;
314.59;91.56;
314.60;91.06;
314.61;90.38;
314.62;90.16;
314.63;89.92;
314.64;89.72;
314.65;89.16;
314.66;87.98;
314.67;86.48;
314.68;83.94;
314.69;80.58;
314.70;78.03;
314.71;75.30;
314.72;72.72;
314.73;70.33;
314.74;69.45;
314.75;68.86;
314.76;68.39;
314.77;67.94;
314.78;67.42;
314.79;66.95;
314.80;66.64;
314.81;66.58;
314.82;66.73;
314.83;66.84;
314.84;66.77;
314.85;67.34;
314.86;67.81;
314.87;68.03;
314.88;68.48;
314.89;69.02;
314.90;69.11;
314.91;69.33;
314.92;69.48;
314.93;70.19;
314.94;70.52;
314.95;70.53;
314.96;70.41;
314.97;70.42;
314.98;69.92;
314.99;68.91;
315.00;67.94;
315.01;67.06;
315.02;66.39;
315.03;65.55;
315.04;64.88;
315.05;64.48;
315.06;64.12;
315.07;63.33;
315.08;63.23;
315.09;62.86;
315.10;62.31;
315.11;61.78;
315.12;61.34;
315.13;60.77;
315.14;60.31;
315.15;59.75;
315.16;59.69;
315.17;59.30;
315.18;59.25;
315.19;58.81;
315.20;58.66;
315.21;58.44;
315.22;58.17;
315.23;57.80;
315.24;57.70;
315.25;57.48;
315.26;57.30;
315.27;56.89;
315.28;56.73;
315.29;56.61;
315.30;56.53;
315.31;56.59;
315.32;56.39;
315.33;56.09;
315.34;55.81;
315.35;55.75;
315.36;55.81;
315.37;55.62;
315.38;55.78;
315.39;55.58;
315.40;55.36;
315.41;55.23;
315.42;55.11;
315.43;55.22;
315.44;55.52;
315.45;56.44;
315.46;58.16;
315.47;62.06;
315.48;69.78;
315.49;78.25;
315.50;84.17;
315.51;88.70;
315.52;91.48;
315.53;92.14;
315.54;91.62;
315.55;91.62;
315.56;91.78;
315.57;91.70;
315.58;90.86;
315.59;90.45;
315.60;89.67;
315.61;88.31;
315.62;86.44;
315.63;84.45;
315.64;82.33;
315.65;79.45;
315.66;77.52;
315.67;76.05;
315.68;74.47;
315.69;72.34;
315.70;70.84;
315.71;69.64;
315.72;68.61;
315.73;67.67;
315.74;67.45;
315.75;67.44;
315.76;67.44;
315.77;67.81;
315.78;67.88;
315.79;68.31;
315.80;68.50;
315.81;68.34;
315.82;68.78;
315.83;69.81;
315.84;71.05;
315.85;72.67;
315.86;73.56;
315.87;73.39;
315.88;72.88;
315.89;73.17;
315.90;72.73;
315.91;71.80;
315.92;71.09;
315.93;70.27;
315.94;69.88;
315.95;69.20;
315.96;68.17;
315.97;67.67;
315.98;66.70;
315.99;66.08;
316.00;65.31;
316.01;64.98;
316.02;64.25;
316.03;64.06;
316.04;63.28;
316.05;62.95;
316.06;62.47;
316.07;62.05;
316.08;61.64;
316.09;61.38;
316.10;61.08;
316.11;60.69;
316.12;60.62;
316.13;60.44;
316.14;60.39;
316.15;60.05;
316.16;60.19;
316.17;59.81;
316.18;59.61;
316.19;59.52;
316.20;59.28;
316.21;59.09;
316.22;58.92;
316.23;58.64;
316.24;58.44;
316.25;58.55;
316.26;58.38;
316.27;58.19;
316.28;58.00;
316.29;58.03;
316.30;57.83;
316.31;57.97;
316.32;57.52;
316.33;57.22;
316.34;57.05;
316.35;56.95;
316.36;56.55;
316.37;56.41;
316.38;55.91;
316.39;56.33;
316.40;56.31;
316.41;57.12;
316.42;58.41;
316.43;63.66;
316.44;72.31;
316.45;79.69;
316.46;85.34;
316.47;88.27;
316.48;89.88;
316.49;91.11;
316.50;91.95;
316.51;92.25;
316.52;92.33;
316.53;91.36;
316.54;90.62;
316.55;89.77;
316.56;88.78;
316.57;87.44;
316.58;85.62;
316.59;83.34;
316.60;81.16;
316.61;79.34;
316.62;77.11;
316.63;74.47;
316.64;72.38;
316.65;70.88;
316.66;69.64;
316.67;69.12;
316.68;68.28;
316.69;67.95;
316.70;67.88;
316.71;67.84;
316.72;67.64;
316.73;67.98;
316.74;67.89;
316.75;68.48;
316.76;68.91;
316.77;69.20;
316.78;69.92;
