"Time [s]";"Pressure [mmHg]";
120.82;84.34;
120.83;84.61;
120.84;84.50;
120.85;84.36;
120.86;83.95;
120.87;83.45;
120.88;82.77;
120.89;82.09;
120.90;81.48;
120.91;80.70;
120.92;79.97;
120.93;79.47;
120.94;79.02;
120.95;78.56;
120.96;78.44;
120.97;78.22;
120.98;77.97;
120.99;77.62;
121.00;77.36;
121.01;76.95;
121.02;76.80;
121.03;76.72;
121.04;76.62;
121.05;76.23;
121.06;76.23;
121.07;76.12;
121.08;75.91;
121.09;75.95;
121.10;75.86;
121.11;75.67;
121.12;75.61;
121.13;75.56;
121.14;75.44;
121.15;75.20;
121.16;75.22;
121.17;75.02;
121.18;74.92;
121.19;74.69;
121.20;74.55;
121.21;74.36;
121.22;74.27;
121.23;74.25;
121.24;74.28;
121.25;74.06;
121.26;74.00;
121.27;74.05;
121.28;73.98;
121.29;73.72;
121.30;73.59;
121.31;73.42;
121.32;73.23;
121.33;73.22;
121.34;73.05;
121.35;72.91;
121.36;72.73;
121.37;72.55;
121.38;72.42;
121.39;72.27;
121.40;72.36;
121.41;72.84;
121.42;74.11;
121.43;78.20;
121.44;85.11;
121.45;91.89;
121.46;96.06;
121.47;98.27;
121.48;98.75;
121.49;98.84;
121.50;98.55;
121.51;97.78;
121.52;97.16;
121.53;96.69;
121.54;96.42;
121.55;95.58;
121.56;93.75;
121.57;91.78;
121.58;90.12;
121.59;88.33;
121.60;86.55;
121.61;84.94;
121.62;84.11;
121.63;83.41;
121.64;82.73;
121.65;82.06;
121.66;81.53;
121.67;80.83;
121.68;80.52;
121.69;79.88;
121.70;79.42;
121.71;79.02;
121.72;79.02;
121.73;79.19;
121.74;79.25;
121.75;79.44;
121.76;79.84;
121.77;80.72;
121.78;81.48;
121.79;82.19;
121.80;82.42;
121.81;82.97;
121.82;83.11;
121.83;83.12;
121.84;83.09;
121.85;83.06;
121.86;82.77;
121.87;82.62;
121.88;82.48;
121.89;81.89;
121.90;81.34;
121.91;80.58;
121.92;79.78;
121.93;79.27;
121.94;78.89;
121.95;78.39;
121.96;78.02;
121.97;77.58;
121.98;77.28;
121.99;77.00;
122.00;76.83;
122.01;76.52;
122.02;76.22;
122.03;75.95;
122.04;75.73;
122.05;75.48;
122.06;75.45;
122.07;75.30;
122.08;75.22;
122.09;75.25;
122.10;75.06;
122.11;74.95;
122.12;74.77;
122.13;74.64;
122.14;74.69;
122.15;74.61;
122.16;74.42;
122.17;74.41;
122.18;74.27;
122.19;74.39;
122.20;74.16;
122.21;74.19;
122.22;74.09;
122.23;74.22;
122.24;74.02;
122.25;73.91;
122.26;73.98;
122.27;73.83;
122.28;73.84;
122.29;73.72;
122.30;73.73;
122.31;73.34;
122.32;73.31;
122.33;73.22;
122.34;73.14;
122.35;73.08;
122.36;73.12;
122.37;73.06;
122.38;73.27;
122.39;73.92;
122.40;76.86;
122.41;82.64;
122.42;88.91;
122.43;93.11;
122.44;94.66;
122.45;95.92;
122.46;96.55;
122.47;96.34;
122.48;96.88;
122.49;96.98;
122.50;96.62;
122.51;95.89;
122.52;94.84;
122.53;92.70;
122.54;89.47;
122.55;86.92;
122.56;85.42;
122.57;84.34;
122.58;83.77;
122.59;83.20;
122.60;82.53;
122.61;81.73;
122.62;80.77;
122.63;79.78;
122.64;78.92;
122.65;78.27;
122.66;78.06;
122.67;77.95;
122.68;78.03;
122.69;78.12;
122.70;78.11;
122.71;78.25;
122.72;78.80;
122.73;79.31;
122.74;80.30;
122.75;81.53;
122.76;82.91;
122.77;83.09;
122.78;82.84;
122.79;82.73;
122.80;82.61;
122.81;82.52;
122.82;82.17;
122.83;81.92;
122.84;81.66;
122.85;80.95;
122.86;80.64;
122.87;80.17;
122.88;79.55;
122.89;78.75;
122.90;78.19;
122.91;77.89;
122.92;77.59;
122.93;77.22;
122.94;76.91;
122.95;76.67;
122.96;76.64;
122.97;76.38;
122.98;76.20;
122.99;76.16;
123.00;76.12;
123.01;76.00;
123.02;75.73;
123.03;75.58;
123.04;75.50;
123.05;75.42;
123.06;75.23;
123.07;75.25;
123.08;75.20;
123.09;75.20;
123.10;75.06;
123.11;75.02;
123.12;75.06;
123.13;74.86;
123.14;74.84;
123.15;74.94;
123.16;74.88;
123.17;74.72;
123.18;74.69;
123.19;74.55;
123.20;74.62;
123.21;74.41;
123.22;74.36;
123.23;74.17;
123.24;74.17;
123.25;74.14;
123.26;74.12;
123.27;74.52;
123.28;75.86;
123.29;78.64;
123.30;85.38;
123.31;92.39;
123.32;96.55;
123.33;97.89;
123.34;97.84;
123.35;97.97;
123.36;98.06;
123.37;98.02;
123.38;97.70;
123.39;96.88;
123.40;95.81;
123.41;94.53;
123.42;92.94;
123.43;90.70;
123.44;88.23;
123.45;85.86;
123.46;84.56;
123.47;83.73;
123.48;82.84;
123.49;82.19;
123.50;81.52;
123.51;80.73;
123.52;79.84;
123.53;78.97;
123.54;78.44;
123.55;78.03;
123.56;77.83;
123.57;77.97;
123.58;78.09;
123.59;78.44;
123.60;78.88;
123.61;79.64;
123.62;80.47;
123.63;81.42;
123.64;81.83;
123.65;82.58;
123.66;83.06;
123.67;83.38;
123.68;83.50;
123.69;83.53;
123.70;83.30;
123.71;82.89;
123.72;82.22;
123.73;81.64;
123.74;80.88;
123.75;80.23;
123.76;79.69;
123.77;79.34;
123.78;78.77;
123.79;78.42;
123.80;78.16;
123.81;77.94;
123.82;77.64;
123.83;77.44;
123.84;77.03;
123.85;76.75;
123.86;76.50;
123.87;76.30;
123.88;76.11;
123.89;76.00;
123.90;75.61;
123.91;75.36;
123.92;75.27;
123.93;75.33;
123.94;75.11;
123.95;74.89;
123.96;74.80;
123.97;74.66;
123.98;74.61;
123.99;74.67;
124.00;74.58;
124.01;74.67;
124.02;74.56;
124.03;74.41;
124.04;74.41;
124.05;74.38;
124.06;74.33;
124.07;74.27;
124.08;74.11;
124.09;74.09;
124.10;74.12;
124.11;74.22;
124.12;74.00;
124.13;73.98;
124.14;74.03;
124.15;74.34;
124.16;75.17;
124.17;77.84;
124.18;83.70;
124.19;90.95;
124.20;95.94;
124.21;98.61;
124.22;99.22;
124.23;99.83;
124.24;99.92;
124.25;100.11;
124.26;99.84;
124.27;99.41;
124.28;98.86;
124.29;98.66;
124.30;97.27;
124.31;95.53;
124.32;92.72;
124.33;90.22;
124.34;88.47;
124.35;87.44;
124.36;87.41;
124.37;86.83;
124.38;85.67;
124.39;84.62;
124.40;83.80;
124.41;82.83;
124.42;82.08;
124.43;81.41;
124.44;81.28;
124.45;81.31;
124.46;81.33;
124.47;81.22;
124.48;81.48;
124.49;81.42;
124.50;81.72;
124.51;81.89;
124.52;83.16;
124.53;84.31;
124.54;85.14;
124.55;85.66;
124.56;85.34;
124.57;85.34;
124.58;85.44;
124.59;85.33;
124.60;84.86;
124.61;84.38;
124.62;83.83;
124.63;83.14;
124.64;82.28;
124.65;81.64;
124.66;81.19;
124.67;80.80;
124.68;80.38;
124.69;79.86;
124.70;79.41;
124.71;79.02;
124.72;78.62;
124.73;78.34;
124.74;77.94;
124.75;77.80;
124.76;77.70;
124.77;77.56;
124.78;77.38;
124.79;77.27;
124.80;77.11;
124.81;76.78;
124.82;76.52;
124.83;76.34;
124.84;76.38;
124.85;76.33;
124.86;76.25;
124.87;76.12;
124.88;68.88;
124.89;68.67;
124.90;68.64;
124.91;68.45;
124.92;68.33;
124.93;68.34;
124.94;68.34;
124.95;68.19;
124.96;68.11;
124.97;68.11;
124.98;68.03;
124.99;67.91;
125.00;67.83;
125.01;67.88;
125.02;67.58;
125.03;67.45;
125.04;67.03;
125.05;66.75;
125.06;66.77;
125.07;66.83;
125.08;66.70;
125.09;67.78;
125.10;70.12;
125.11;78.20;
125.12;87.00;
125.13;95.55;
125.14;103.08;
125.15;107.70;
125.16;108.70;
125.17;108.22;
125.18;106.98;
125.19;107.03;
125.20;107.62;
125.21;107.11;
125.22;106.78;
125.23;105.48;
125.24;104.12;
125.25;100.27;
125.26;94.80;
125.27;90.80;
125.28;90.20;
125.29;88.78;
125.30;86.16;
125.31;84.22;
125.32;82.94;
125.33;82.45;
125.34;81.88;
125.35;80.95;
125.36;79.81;
125.37;78.75;
125.38;77.91;
125.39;77.59;
125.40;77.62;
125.41;77.28;
125.42;77.75;
125.43;77.75;
125.44;79.39;
125.45;81.06;
125.46;81.16;
125.47;81.20;
125.48;81.84;
125.49;82.72;
125.50;82.88;
125.51;82.28;
125.52;82.00;
125.53;81.88;
125.54;81.78;
125.55;81.19;
125.56;80.30;
125.57;79.48;
125.58;78.53;
125.59;77.55;
125.60;76.28;
125.61;75.30;
125.62;74.33;
125.63;73.67;
125.64;73.25;
125.65;72.94;
125.66;72.52;
125.67;71.94;
125.68;71.61;
125.69;71.14;
125.70;70.83;
125.71;70.47;
125.72;69.78;
125.73;69.17;
125.74;68.86;
125.75;68.66;
125.76;68.48;
125.77;68.34;
125.78;68.25;
125.79;68.06;
125.80;68.08;
125.81;67.97;
125.82;67.86;
125.83;67.67;
125.84;67.75;
125.85;67.47;
125.86;67.80;
125.87;67.42;
125.88;67.52;
125.89;67.17;
125.90;67.19;
125.91;66.97;
125.92;66.80;
125.93;66.77;
125.94;66.69;
125.95;66.45;
125.96;66.14;
125.97;66.14;
125.98;66.11;
125.99;65.72;
126.00;65.75;
126.01;65.61;
126.02;65.27;
126.03;65.08;
126.04;64.91;
126.05;64.73;
126.06;64.77;
126.07;65.14;
126.08;66.27;
126.09;71.19;
126.10;81.88;
126.11;92.59;
126.12;100.22;
126.13;104.38;
126.14;105.61;
126.15;105.41;
126.16;104.89;
126.17;104.58;
126.18;103.88;
126.19;103.34;
126.20;102.92;
126.21;102.17;
126.22;100.84;
126.23;98.59;
126.24;95.25;
126.25;91.70;
126.26;87.91;
126.27;85.12;
126.28;83.17;
126.29;81.52;
126.30;80.23;
126.31;79.05;
126.32;78.52;
126.33;77.67;
126.34;76.38;
126.35;75.45;
126.36;74.69;
126.37;74.48;
126.38;74.62;
126.39;74.41;
126.40;74.83;
126.41;75.30;
126.42;77.12;
126.43;79.17;
126.44;80.89;
126.45;82.17;
126.46;82.06;
126.47;81.97;
126.48;82.23;
126.49;82.50;
126.50;82.11;
126.51;81.67;
126.52;81.16;
126.53;80.73;
126.54;79.81;
126.55;78.84;
126.56;77.53;
126.57;76.22;
126.58;75.59;
126.59;74.78;
126.60;73.80;
126.61;72.34;
126.62;72.06;
126.63;71.78;
126.64;71.45;
126.65;71.09;
126.66;70.67;
126.67;70.30;
126.68;70.06;
126.69;69.56;
126.70;69.23;
126.71;69.11;
126.72;68.92;
126.73;68.62;
126.74;68.61;
126.75;68.50;
126.76;68.38;
126.77;68.30;
126.78;68.16;
126.79;68.03;
126.80;68.00;
126.81;67.83;
126.82;67.77;
126.83;67.69;
126.84;67.53;
126.85;67.22;
126.86;67.22;
126.87;67.09;
126.88;67.05;
126.89;66.95;
126.90;66.92;
126.91;66.77;
126.92;66.78;
126.93;66.55;
126.94;66.58;
126.95;66.34;
126.96;66.31;
126.97;66.05;
126.98;65.88;
126.99;65.70;
127.00;65.64;
127.01;65.81;
127.02;65.89;
127.03;67.22;
127.04;72.14;
127.05;80.44;
127.06;88.64;
127.07;95.20;
127.08;99.81;
127.09;103.81;
127.10;105.34;
127.11;105.39;
127.12;105.12;
127.13;104.28;
127.14;103.53;
127.15;102.59;
127.16;100.94;
127.17;99.06;
127.18;96.27;
127.19;92.31;
127.20;87.56;
127.21;83.97;
127.22;81.98;
127.23;80.80;
127.24;79.92;
127.25;78.75;
127.26;77.36;
127.27;76.06;
127.28;74.95;
127.29;73.44;
127.30;73.25;
127.31;72.88;
127.32;72.62;
127.33;72.73;
127.34;72.91;
127.35;73.08;
127.36;73.67;
127.37;74.39;
127.38;75.81;
127.39;78.17;
127.40;80.42;
127.41;80.92;
127.42;80.95;
127.43;80.34;
127.44;80.12;
127.45;80.08;
127.46;79.73;
127.47;79.39;
127.48;79.19;
127.49;78.16;
127.50;77.09;
127.51;75.89;
127.52;74.84;
127.53;73.81;
127.54;72.98;
127.55;72.64;
127.56;72.12;
127.57;72.02;
127.58;71.36;
127.59;70.98;
127.60;70.50;
127.61;70.06;
127.62;69.52;
127.63;68.97;
127.64;68.47;
127.65;68.16;
127.66;67.78;
127.67;67.50;
127.68;67.58;
127.69;67.12;
127.70;67.03;
127.71;67.05;
127.72;66.88;
127.73;66.75;
127.74;66.75;
127.75;66.59;
127.76;66.31;
127.77;66.33;
127.78;66.19;
127.79;65.95;
127.80;65.94;
127.81;65.78;
127.82;65.59;
127.83;65.70;
127.84;65.48;
127.85;65.44;
127.86;65.06;
127.87;65.22;
127.88;65.08;
127.89;65.05;
127.90;64.97;
127.91;64.67;
127.92;64.84;
127.93;64.55;
127.94;64.39;
127.95;64.16;
127.96;63.89;
127.97;64.02;
127.98;64.31;
127.99;64.52;
128.00;65.83;
128.01;70.81;
128.02;81.08;
128.03;91.61;
128.04;99.42;
128.05;103.58;
128.06;104.59;
128.07;104.59;
128.08;104.58;
128.09;104.72;
128.10;104.36;
128.11;103.69;
128.12;103.06;
128.13;102.42;
128.14;100.55;
128.15;97.53;
128.16;93.95;
128.17;89.94;
128.18;86.38;
128.19;83.92;
128.20;82.95;
128.21;81.98;
128.22;81.69;
128.23;80.53;
128.24;79.67;
128.25;77.97;
128.26;76.61;
128.27;75.52;
128.28;75.22;
128.29;74.42;
128.30;74.41;
128.31;74.30;
128.32;74.36;
128.33;74.58;
128.34;74.62;
128.35;75.47;
128.36;77.14;
128.37;78.36;
128.38;78.94;
128.39;79.27;
128.40;79.91;
128.41;80.16;
128.42;80.23;
128.43;79.64;
128.44;79.39;
128.45;79.12;
128.46;78.41;
128.47;77.30;
128.48;76.31;
128.49;74.98;
128.50;74.12;
128.51;73.19;
128.52;72.47;
128.53;71.89;
128.54;71.72;
128.55;71.25;
128.56;70.64;
128.57;70.23;
128.58;69.78;
128.59;69.31;
128.60;69.00;
128.61;68.30;
128.62;68.14;
128.63;67.97;
128.64;67.89;
128.65;67.78;
128.66;67.50;
128.67;67.45;
128.68;67.22;
128.69;67.00;
128.70;66.94;
128.71;66.53;
128.72;66.58;
128.73;66.22;
128.74;66.05;
128.75;66.06;
128.76;65.86;
128.77;65.66;
128.78;65.77;
128.79;65.55;
128.80;65.53;
128.81;65.41;
128.82;65.28;
128.83;64.98;
128.84;64.86;
128.85;65.03;
128.86;64.78;
128.87;64.78;
128.88;64.69;
128.89;64.48;
128.90;64.27;
128.91;64.22;
128.92;63.98;
128.93;63.78;
128.94;63.73;
128.95;63.52;
128.96;63.39;
128.97;63.28;
128.98;63.77;
128.99;65.19;
129.00;68.89;
129.01;77.08;
129.02;85.66;
129.03;93.03;
129.04;98.77;
129.05;102.66;
129.06;103.89;
129.07;103.84;
129.08;102.92;
129.09;102.55;
129.10;101.89;
129.11;100.98;
129.12;100.19;
129.13;99.14;
129.14;96.91;
129.15;93.58;
129.16;89.45;
129.17;85.30;
129.18;82.28;
129.19;80.34;
129.20;79.94;
129.21;80.08;
129.22;79.42;
129.23;78.30;
129.24;76.59;
129.25;75.08;
129.26;73.83;
129.27;73.25;
129.28;72.50;
129.29;72.59;
129.30;72.62;
129.31;72.77;
129.32;72.64;
129.33;73.52;
129.34;74.38;
129.35;75.58;
129.36;77.66;
129.37;79.23;
129.38;80.05;
129.39;79.77;
129.40;79.61;
129.41;79.11;
129.42;79.19;
129.43;78.58;
129.44;78.28;
129.45;77.75;
129.46;77.31;
129.47;76.08;
129.48;75.53;
129.49;74.52;
129.50;73.91;
129.51;73.08;
129.52;72.45;
129.53;71.77;
129.54;71.30;
129.55;70.69;
129.56;70.17;
129.57;69.61;
129.58;69.61;
129.59;68.89;
129.60;68.70;
129.61;68.42;
129.62;68.09;
129.63;67.81;
129.64;67.56;
129.65;67.66;
129.66;67.31;
129.67;66.77;
129.68;66.73;
129.69;66.77;
129.70;66.47;
129.71;66.22;
129.72;66.22;
129.73;65.95;
129.74;66.03;
129.75;65.80;
129.76;65.75;
129.77;65.72;
129.78;65.52;
129.79;65.55;
129.80;65.52;
129.81;65.17;
129.82;65.12;
129.83;65.03;
129.84;64.98;
129.85;64.72;
129.86;64.84;
129.87;64.55;
129.88;64.44;
129.89;64.19;
129.90;64.39;
129.91;64.20;
129.92;64.05;
129.93;64.11;
129.94;64.23;
129.95;65.14;
129.96;67.69;
129.97;72.53;
129.98;80.98;
129.99;89.14;
130.00;96.20;
130.01;100.25;
130.02;102.09;
130.03;102.34;
130.04;101.89;
130.05;101.08;
130.06;100.09;
130.07;98.83;
130.08;97.23;
130.09;95.59;
130.10;93.45;
130.11;90.91;
130.12;87.84;
130.13;83.67;
130.14;80.91;
130.15;78.58;
130.16;77.08;
130.17;76.17;
130.18;75.45;
130.19;74.53;
130.20;73.39;
130.21;72.41;
130.22;71.39;
130.23;70.75;
130.24;70.53;
130.25;70.48;
130.26;70.73;
130.27;70.53;
130.28;70.98;
130.29;71.48;
130.30;72.41;
130.31;73.55;
130.32;74.33;
130.33;75.25;
130.34;76.69;
130.35;78.11;
130.36;78.55;
130.37;78.31;
130.38;78.19;
130.39;78.06;
130.40;77.41;
130.41;76.53;
130.42;75.81;
130.43;74.94;
130.44;73.89;
130.45;73.41;
130.46;72.66;
130.47;71.98;
130.48;71.17;
130.49;70.50;
130.50;70.47;
130.51;70.06;
130.52;69.48;
130.53;69.31;
130.54;69.02;
130.55;68.70;
130.56;68.55;
130.57;67.92;
130.58;67.33;
130.59;67.17;
130.60;67.06;
130.61;66.84;
130.62;66.70;
130.63;66.48;
130.64;66.42;
130.65;66.20;
130.66;66.08;
130.67;66.06;
130.68;65.94;
130.69;65.70;
130.70;65.92;
130.71;65.56;
130.72;65.61;
130.73;65.34;
130.74;65.44;
130.75;65.22;
130.76;65.23;
130.77;65.23;
130.78;64.95;
130.79;64.86;
130.80;64.95;
130.81;64.81;
130.82;64.66;
130.83;64.58;
130.84;64.42;
130.85;64.17;
130.86;64.00;
130.87;64.19;
130.88;64.08;
130.89;63.95;
130.90;63.81;
130.91;63.83;
130.92;64.00;
130.93;64.39;
130.94;65.77;
130.95;69.55;
130.96;78.53;
130.97;86.66;
130.98;92.53;
130.99;95.67;
131.00;97.64;
131.01;99.89;
131.02;101.44;
131.03;101.98;
131.04;101.38;
131.05;101.06;
131.06;100.17;
131.07;98.95;
131.08;97.25;
131.09;93.77;
131.10;90.30;
131.11;86.69;
131.12;84.12;
131.13;82.03;
131.14;80.44;
131.15;79.09;
131.16;77.98;
131.17;77.23;
131.18;76.19;
131.19;75.03;
131.20;73.86;
131.21;73.20;
131.22;72.73;
131.23;72.62;
131.24;72.27;
131.25;72.50;
131.26;72.44;
131.27;72.55;
131.28;72.86;
131.29;73.47;
131.30;74.22;
131.31;75.11;
131.32;75.73;
131.33;76.72;
131.34;77.88;
131.35;78.62;
131.36;79.09;
131.37;78.61;
131.38;78.44;
131.39;78.11;
131.40;77.48;
131.41;76.69;
131.42;75.69;
131.43;74.55;
131.44;73.61;
131.45;72.89;
131.46;72.25;
131.47;71.83;
131.48;71.69;
131.49;71.27;
131.50;70.62;
131.51;70.06;
131.52;69.61;
131.53;69.38;
131.54;69.08;
131.55;68.59;
131.56;68.30;
131.57;67.94;
131.58;67.50;
131.59;67.47;
131.60;67.39;
131.61;67.03;
131.62;67.00;
131.63;66.97;
131.64;66.52;
131.65;66.42;
131.66;66.42;
131.67;65.92;
131.68;66.11;
131.69;65.88;
131.70;65.88;
131.71;65.52;
131.72;65.73;
131.73;65.34;
131.74;64.81;
131.75;65.03;
131.76;64.86;
131.77;64.84;
131.78;64.80;
131.79;64.53;
131.80;64.52;
131.81;64.53;
131.82;64.16;
131.83;63.98;
131.84;64.06;
131.85;64.08;
131.86;63.80;
131.87;63.77;
131.88;63.67;
131.89;63.45;
131.90;63.59;
131.91;63.59;
131.92;63.81;
131.93;64.34;
131.94;65.94;
131.95;71.48;
131.96;81.81;
131.97;90.23;
131.98;96.05;
131.99;99.23;
132.00;99.72;
132.01;98.77;
132.02;98.72;
132.03;98.12;
132.04;97.94;
132.05;97.28;
132.06;96.69;
132.07;96.14;
132.08;94.48;
132.09;91.94;
132.10;89.12;
132.11;86.59;
132.12;83.70;
132.13;81.36;
132.14;79.73;
132.15;78.23;
132.16;77.05;
132.17;76.42;
132.18;75.64;
132.19;74.50;
132.20;73.44;
132.21;72.83;
132.22;72.38;
132.23;71.86;
132.24;71.95;
132.25;71.67;
132.26;72.05;
132.27;71.97;
132.28;72.92;
132.29;73.53;
132.30;74.20;
132.31;75.03;
132.32;76.44;
132.33;77.48;
132.34;77.89;
132.35;78.05;
132.36;78.08;
132.37;77.47;
132.38;77.34;
132.39;76.97;
132.40;76.30;
132.41;75.58;
132.42;74.95;
132.43;74.05;
132.44;73.12;
132.45;72.80;
132.46;72.16;
132.47;71.59;
132.48;71.14;
132.49;70.62;
132.50;70.22;
132.51;69.80;
132.52;69.36;
132.53;68.80;
132.54;68.25;
132.55;68.02;
132.56;67.91;
132.57;67.89;
132.58;67.53;
132.59;67.34;
132.60;66.97;
132.61;66.89;
132.62;66.70;
132.63;66.58;
132.64;66.55;
132.65;66.23;
132.66;66.36;
132.67;66.31;
132.68;65.81;
132.69;66.00;
132.70;65.70;
132.71;65.89;
132.72;65.52;
132.73;65.53;
132.74;65.48;
132.75;65.17;
132.76;65.02;
132.77;65.20;
132.78;65.03;
132.79;64.94;
132.80;64.88;
132.81;64.64;
132.82;64.62;
132.83;64.47;
132.84;64.16;
132.85;64.02;
132.86;64.14;
132.87;64.02;
132.88;64.45;
132.89;65.22;
132.90;67.97;
132.91;73.66;
132.92;82.22;
132.93;89.69;
132.94;94.67;
132.95;96.39;
132.96;96.92;
132.97;97.11;
132.98;97.55;
132.99;99.14;
133.00;99.62;
133.01;98.73;
133.02;96.75;
133.03;94.05;
133.04;90.23;
133.05;86.52;
133.06;83.81;
133.07;81.45;
133.08;79.95;
133.09;78.61;
133.10;77.66;
133.11;76.58;
133.12;75.86;
133.13;74.38;
133.14;72.80;
133.15;71.34;
133.16;70.44;
133.17;69.66;
133.18;69.73;
133.19;69.53;
133.20;69.83;
133.21;69.72;
133.22;70.22;
133.23;70.97;
133.24;71.98;
133.25;72.98;
133.26;74.39;
133.27;75.62;
133.28;76.94;
133.29;77.61;
133.30;77.58;
133.31;76.98;
133.32;76.94;
133.33;76.73;
133.34;76.05;
133.35;75.39;
133.36;75.00;
133.37;74.25;
133.38;73.42;
133.39;72.19;
133.40;71.62;
133.41;70.94;
133.42;70.55;
133.43;70.05;
133.44;69.55;
133.45;69.20;
133.46;68.84;
133.47;68.31;
133.48;68.19;
133.49;67.56;
133.50;67.34;
133.51;67.00;
133.52;66.59;
133.53;65.89;
133.54;65.84;
133.55;65.73;
133.56;65.62;
133.57;65.47;
133.58;65.61;
133.59;65.16;
133.60;65.11;
133.61;65.05;
133.62;64.97;
133.63;64.64;
133.64;64.61;
133.65;64.72;
133.66;64.53;
133.67;64.41;
133.68;64.45;
133.69;64.53;
133.70;64.47;
133.71;64.48;
133.72;64.22;
133.73;64.39;
133.74;64.20;
133.75;64.14;
133.76;63.78;
133.77;63.56;
133.78;63.55;
133.79;63.45;
133.80;63.36;
133.81;63.19;
133.82;63.06;
133.83;63.23;
133.84;63.48;
133.85;64.19;
133.86;66.44;
133.87;72.69;
133.88;82.55;
133.89;89.59;
133.90;94.17;
133.91;96.48;
133.92;98.25;
133.93;99.45;
133.94;100.30;
133.95;100.08;
133.96;99.44;
133.97;98.52;
133.98;97.14;
133.99;95.12;
134.00;93.05;
134.01;90.52;
134.02;87.08;
134.03;84.11;
134.04;82.09;
134.05;80.72;
134.06;79.73;
134.07;78.70;
134.08;77.58;
134.09;75.88;
134.10;74.77;
134.11;73.95;
134.12;73.14;
134.13;72.22;
134.14;72.14;
134.15;71.89;
134.16;72.08;
134.17;72.16;
134.18;72.17;
134.19;72.31;
134.20;72.72;
134.21;73.75;
134.22;75.14;
134.23;76.48;
134.24;77.11;
134.25;77.70;
134.26;78.03;
134.27;77.77;
134.28;77.70;
134.29;77.58;
134.30;77.31;
134.31;76.86;
134.32;76.48;
134.33;76.06;
134.34;75.38;
134.35;74.64;
134.36;73.91;
134.37;73.41;
134.38;72.72;
134.39;72.06;
134.40;71.11;
134.41;70.80;
134.42;70.33;
134.43;69.42;
134.44;69.42;
134.45;69.22;
134.46;69.08;
134.47;69.00;
134.48;68.58;
134.49;68.25;
134.50;68.19;
134.51;67.77;
134.52;67.77;
134.53;67.52;
134.54;67.33;
134.55;67.16;
134.56;66.94;
134.57;66.62;
134.58;66.45;
134.59;66.47;
134.60;66.34;
134.61;66.03;
134.62;66.02;
134.63;66.02;
134.64;65.72;
134.65;65.69;
134.66;65.59;
134.67;65.27;
134.68;65.28;
134.69;65.14;
134.70;65.08;
134.71;64.97;
134.72;65.03;
134.73;64.81;
134.74;64.73;
134.75;64.62;
134.76;64.38;
134.77;64.33;
134.78;64.34;
134.79;64.08;
134.80;64.41;
134.81;64.83;
134.82;66.62;
134.83;71.69;
134.84;81.08;
134.85;89.86;
134.86;95.67;
134.87;98.41;
134.88;98.86;
134.89;98.23;
134.90;97.50;
134.91;97.20;
134.92;97.06;
134.93;97.30;
134.94;97.59;
134.95;97.00;
134.96;95.80;
134.97;93.39;
134.98;90.84;
134.99;87.03;
135.00;83.45;
135.01;80.58;
135.02;78.78;
135.03;78.14;
135.04;77.52;
135.05;76.94;
135.06;76.19;
135.07;75.11;
135.08;74.17;
135.09;73.42;
135.10;72.91;
135.11;72.69;
135.12;72.72;
135.13;72.67;
135.14;72.45;
135.15;72.88;
135.16;73.23;
135.17;73.59;
135.18;74.48;
135.19;75.47;
135.20;77.00;
135.21;78.28;
135.22;79.28;
135.23;78.89;
135.24;78.88;
135.25;78.56;
135.26;78.34;
135.27;77.75;
135.28;77.02;
135.29;76.31;
135.30;75.95;
135.31;74.83;
135.32;74.06;
135.33;73.12;
135.34;72.64;
135.35;71.94;
135.36;71.28;
135.37;70.53;
135.38;70.08;
135.39;69.86;
135.40;69.53;
135.41;69.50;
135.42;69.22;
135.43;68.81;
135.44;68.62;
135.45;68.47;
135.46;68.25;
135.47;68.03;
135.48;67.70;
135.49;67.69;
135.50;67.45;
135.51;67.41;
135.52;67.36;
135.53;67.30;
135.54;67.03;
135.55;67.16;
135.56;66.86;
135.57;66.80;
135.58;66.73;
135.59;66.62;
135.60;66.45;
135.61;66.52;
135.62;66.38;
135.63;66.22;
135.64;66.23;
135.65;66.12;
135.66;66.08;
135.67;65.92;
135.68;65.69;
135.69;65.30;
135.70;65.36;
135.71;65.30;
135.72;65.20;
135.73;65.39;
135.74;65.56;
135.75;65.59;
135.76;66.36;
135.77;68.36;
135.78;75.83;
135.79;85.59;
135.80;92.31;
135.81;95.53;
135.82;96.25;
135.83;95.70;
135.84;95.80;
135.85;96.66;
135.86;97.27;
135.87;97.19;
135.88;96.39;
135.89;95.77;
135.90;94.20;
135.91;91.86;
135.92;89.19;
135.93;86.33;
135.94;83.72;
135.95;81.41;
135.96;79.36;
135.97;78.09;
135.98;76.92;
135.99;75.91;
136.00;74.98;
136.01;74.03;
136.02;73.19;
136.03;72.33;
136.04;71.95;
136.05;71.84;
136.06;72.39;
136.07;72.11;
136.08;72.12;
136.09;72.62;
136.10;73.41;
136.11;74.53;
136.12;75.73;
136.13;77.08;
136.14;77.91;
136.15;78.45;
136.16;78.66;
136.17;78.61;
136.18;78.23;
136.19;78.03;
136.20;77.59;
136.21;77.22;
136.22;76.62;
136.23;75.86;
136.24;74.94;
136.25;74.17;
136.26;73.44;
136.27;72.91;
136.28;72.34;
136.29;71.70;
136.30;71.36;
136.31;70.66;
136.32;70.50;
136.33;70.28;
136.34;69.88;
